Time,CPU usage(%),Total CPU cores,Memory usage,Total memory,IO/sec in,IO/sec out,Network IO in,Network IO in,Swap total,Swap used
18:49:30,0.3,1,547620,1877,0,0,0,0,4031,1696
18:49:40,0.4,1,546828,1877,0,0,0,0,4031,1696
18:49:50,0.3,1,546032,1877,0,0,0,0,4031,1696
18:50:00,0.9,1,546348,1877,0,0,0,0,4031,1696
18:50:10,0.9,1,550616,1877,0,0,1,0,4031,1696
18:50:20,0.3,1,549696,1877,0,0,0,0,4031,1696
18:50:30,0.4,1,548904,1877,0,0,1,0,4031,1696
18:50:40,0.5,1,548104,1877,0,0,0,0,4031,1696
18:50:50,0.3,1,547304,1877,0,0,0,0,4031,1696
18:51:00,0.4,1,546340,1877,0,0,0,0,4031,1696
18:51:10,0.7,1,550076,1877,0,0,0,0,4031,1696
18:51:20,0.3,1,549648,1877,0,0,0,0,4031,1696
18:51:30,0.4,1,548864,1877,0,0,1,0,4031,1696
18:51:40,0.3,1,548064,1877,0,0,1,0,4031,1696
18:51:50,0.4,1,547140,1877,0,0,1,0,4031,1696
18:52:00,0.3,1,546332,1877,0,0,0,0,4031,1696
18:52:10,0.7,1,550196,1877,0,0,0,0,4031,1696
18:52:20,0.5,1,549636,1877,0,0,0,0,4031,1696
18:52:30,0.3,1,548852,1877,0,0,0,0,4031,1696
18:52:40,0.3,1,548052,1877,0,0,0,0,4031,1696
18:52:50,0.5,1,547132,1877,72,0,1,0,4031,1696
18:53:00,0.3,1,546324,1877,0,0,0,0,4031,1696
18:53:10,0.9,1,550552,1877,0,0,0,0,4031,1696
18:53:20,0.3,1,549620,1877,0,0,0,0,4031,1696
18:53:30,0.4,1,548836,1877,0,0,1,0,4031,1696
18:53:40,0.3,1,548028,1877,0,0,1,0,4031,1696
18:53:50,0.4,1,547244,1877,0,0,0,0,4031,1696
18:54:00,0.5,1,546316,1877,0,0,0,0,4031,1696
18:54:10,0.8,1,550436,1877,0,0,0,0,4031,1696
18:54:20,0.4,1,549764,1877,0,0,0,0,4031,1696
18:54:30,0.4,1,548852,1877,0,0,0,0,4031,1696
18:54:40,0.3,1,548036,1877,0,0,1,0,4031,1696
18:54:50,0.6,1,547240,1877,0,0,0,0,4031,1696
18:55:00,0.4,1,546440,1877,0,0,0,0,4031,1696
18:55:10,1.0,1,549416,1877,72,0,0,0,4031,1696
18:55:20,0.3,1,548624,1877,0,0,0,0,4031,1696
18:55:30,0.4,1,547700,1877,0,0,1,0,4031,1696
18:55:40,0.4,1,546908,1877,0,0,0,0,4031,1696
18:55:50,0.3,1,546100,1877,0,0,0,0,4031,1696
18:56:00,0.4,1,545164,1877,0,0,0,0,4031,1696
18:56:10,0.7,1,549396,1877,0,0,1,0,4031,1696
18:56:20,0.3,1,548604,1877,0,0,1,0,4031,1696
18:56:30,0.5,1,547808,1877,0,0,1,0,4031,1696
18:56:40,0.2,1,546876,1877,0,0,0,0,4031,1696
18:56:50,0.4,1,546076,1877,0,0,0,0,4031,1696
18:57:00,0.4,1,545276,1877,0,0,0,0,4031,1696
18:57:10,0.7,1,549384,1877,0,0,0,0,4031,1696
18:57:20,0.5,1,548592,1877,0,0,0,0,4031,1696
18:57:30,0.2,1,547800,1877,0,0,0,0,4031,1696
18:57:40,0.4,1,546884,1877,0,0,0,0,4031,1696
18:57:50,0.3,1,546080,1877,0,0,0,0,4031,1696
18:58:00,0.3,1,545280,1877,0,0,0,0,4031,1696
18:58:10,0.9,1,549252,1877,0,0,0,0,4031,1696
18:58:20,0.4,1,548584,1877,0,0,1,0,4031,1696
18:58:30,0.3,1,547792,1877,0,0,0,0,4031,1696
18:58:40,0.3,1,546876,1877,0,0,2,0,4031,1696
18:58:50,0.5,1,546072,1877,0,0,0,0,4031,1696
18:59:00,0.4,1,545256,1877,0,0,0,0,4031,1696
